uf,tipo_doenca,local_obito,faixa_etaria,sexo,total
AC,SEPTICEMIA,OUTRO,"30 - 39",M,1
AC,SRAG,HOSPITAL,"30 - 39",F,1
AC,SRAG,HOSPITAL,"30 - 39",M,1
AL,OUTRAS,DOMICILIO,"30 - 39",F,26
AL,OUTRAS,DOMICILIO,"30 - 39",M,80
AL,OUTRAS,HOSPITAL,"30 - 39",F,70
AL,OUTRAS,HOSPITAL,"30 - 39",M,148
AL,OUTRAS,IGNORADO,"30 - 39",M,1
AL,OUTRAS,OUTRO,"30 - 39",F,3
AL,OUTRAS,OUTRO,"30 - 39",M,33
AL,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",F,9
AL,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",M,11
AL,OUTRAS,VIA_PUBLICA,"30 - 39",F,9
AL,OUTRAS,VIA_PUBLICA,"30 - 39",M,70
AL,COVID,DOMICILIO,"30 - 39",F,1
AL,COVID,HOSPITAL,"30 - 39",F,32
AL,COVID,HOSPITAL,"30 - 39",M,32
AL,COVID,OUTRO,"30 - 39",M,1
AL,COVID,OUTROS_SERVICOS_SAUDE,"30 - 39",F,1
AL,COVID,OUTROS_SERVICOS_SAUDE,"30 - 39",M,2
AL,INDETERMINADA,DOMICILIO,"30 - 39",F,1
AL,INDETERMINADA,DOMICILIO,"30 - 39",M,3
AL,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,1
AL,INDETERMINADA,VIA_PUBLICA,"30 - 39",M,1
AL,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",F,3
AL,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",M,7
AL,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",F,17
AL,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",M,15
AL,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,1
AL,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"30 - 39",M,1
AL,PNEUMONIA,DOMICILIO,"30 - 39",F,1
AL,PNEUMONIA,DOMICILIO,"30 - 39",M,3
AL,PNEUMONIA,HOSPITAL,"30 - 39",F,17
AL,PNEUMONIA,HOSPITAL,"30 - 39",M,20
AL,SEPTICEMIA,DOMICILIO,"30 - 39",F,1
AL,SEPTICEMIA,DOMICILIO,"30 - 39",M,1
AL,SEPTICEMIA,HOSPITAL,"30 - 39",F,24
AL,SEPTICEMIA,HOSPITAL,"30 - 39",M,43
AL,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,1
AL,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,1
AL,SRAG,HOSPITAL,"30 - 39",F,7
AL,SRAG,OUTROS_SERVICOS_SAUDE,"30 - 39",F,1
AM,OUTRAS,DOMICILIO,"30 - 39",F,34
AM,OUTRAS,DOMICILIO,"30 - 39",M,56
AM,OUTRAS,HOSPITAL,"30 - 39",F,100
AM,OUTRAS,HOSPITAL,"30 - 39",M,163
AM,OUTRAS,IGNORADO,"30 - 39",M,2
AM,OUTRAS,OUTRO,"30 - 39",F,4
AM,OUTRAS,OUTRO,"30 - 39",M,36
AM,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",F,1
AM,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",M,6
AM,OUTRAS,VIA_PUBLICA,"30 - 39",F,2
AM,OUTRAS,VIA_PUBLICA,"30 - 39",M,45
AM,COVID,HOSPITAL,"30 - 39",F,26
AM,COVID,HOSPITAL,"30 - 39",M,45
AM,COVID,OUTRO,"30 - 39",M,1
AM,COVID,OUTROS_SERVICOS_SAUDE,"30 - 39",M,1
AM,INDETERMINADA,DOMICILIO,"30 - 39",F,1
AM,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",F,3
AM,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",M,1
AM,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",F,13
AM,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",M,19
AM,INSUFICIENCIA_RESPIRATORIA,OUTRO,"30 - 39",F,1
AM,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,1
AM,PNEUMONIA,HOSPITAL,"30 - 39",F,25
AM,PNEUMONIA,HOSPITAL,"30 - 39",M,43
AM,SEPTICEMIA,DOMICILIO,"30 - 39",F,1
AM,SEPTICEMIA,DOMICILIO,"30 - 39",M,1
AM,SEPTICEMIA,HOSPITAL,"30 - 39",F,34
AM,SEPTICEMIA,HOSPITAL,"30 - 39",M,43
AM,SEPTICEMIA,OUTRO,"30 - 39",F,1
AM,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,1
AM,SRAG,HOSPITAL,"30 - 39",F,8
AM,SRAG,HOSPITAL,"30 - 39",M,11
AP,OUTRAS,DOMICILIO,"30 - 39",F,6
AP,OUTRAS,DOMICILIO,"30 - 39",M,11
AP,OUTRAS,HOSPITAL,"30 - 39",F,20
AP,OUTRAS,HOSPITAL,"30 - 39",M,9
AP,OUTRAS,IGNORADO,"30 - 39",F,2
AP,OUTRAS,IGNORADO,"30 - 39",M,1
AP,OUTRAS,OUTRO,"30 - 39",F,4
AP,OUTRAS,OUTRO,"30 - 39",M,2
AP,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",M,1
AP,OUTRAS,VIA_PUBLICA,"30 - 39",M,1
AP,COVID,DOMICILIO,"30 - 39",F,1
AP,COVID,HOSPITAL,"30 - 39",F,6
AP,COVID,HOSPITAL,"30 - 39",M,24
AP,INDETERMINADA,HOSPITAL,"30 - 39",M,2
AP,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",F,4
AP,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",M,3
AP,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,2
AP,PNEUMONIA,DOMICILIO,"30 - 39",M,1
AP,PNEUMONIA,HOSPITAL,"30 - 39",F,6
AP,PNEUMONIA,HOSPITAL,"30 - 39",M,8
AP,SEPTICEMIA,HOSPITAL,"30 - 39",F,10
AP,SEPTICEMIA,HOSPITAL,"30 - 39",M,7
BA,OUTRAS,DOMICILIO,"30 - 39",F,154
BA,OUTRAS,DOMICILIO,"30 - 39",M,303
BA,OUTRAS,HOSPITAL,"30 - 39",F,343
BA,OUTRAS,HOSPITAL,"30 - 39",M,459
BA,OUTRAS,IGNORADO,"30 - 39",F,4
BA,OUTRAS,IGNORADO,"30 - 39",M,14
BA,OUTRAS,OUTRO,"30 - 39",F,19
BA,OUTRAS,OUTRO,"30 - 39",M,84
BA,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",F,42
BA,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",M,68
BA,OUTRAS,VIA_PUBLICA,"30 - 39",F,18
BA,OUTRAS,VIA_PUBLICA,"30 - 39",M,113
BA,COVID,DOMICILIO,"30 - 39",F,1
BA,COVID,DOMICILIO,"30 - 39",M,5
BA,COVID,HOSPITAL,"30 - 39",F,94
BA,COVID,HOSPITAL,"30 - 39",M,138
BA,COVID,OUTRO,"30 - 39",F,1
BA,COVID,OUTROS_SERVICOS_SAUDE,"30 - 39",F,8
BA,COVID,OUTROS_SERVICOS_SAUDE,"30 - 39",M,12
BA,COVID,VIA_PUBLICA,"30 - 39",M,2
BA,INDETERMINADA,DOMICILIO,"30 - 39",F,1
BA,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",F,10
BA,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",M,15
BA,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",F,80
BA,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",M,89
BA,INSUFICIENCIA_RESPIRATORIA,OUTRO,"30 - 39",F,3
BA,INSUFICIENCIA_RESPIRATORIA,OUTRO,"30 - 39",M,1
BA,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,8
BA,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,12
BA,PNEUMONIA,DOMICILIO,"30 - 39",F,1
BA,PNEUMONIA,DOMICILIO,"30 - 39",M,3
BA,PNEUMONIA,HOSPITAL,"30 - 39",F,60
BA,PNEUMONIA,HOSPITAL,"30 - 39",M,90
BA,PNEUMONIA,OUTRO,"30 - 39",F,2
BA,PNEUMONIA,OUTRO,"30 - 39",M,1
BA,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,1
BA,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,10
BA,SEPTICEMIA,DOMICILIO,"30 - 39",F,3
BA,SEPTICEMIA,DOMICILIO,"30 - 39",M,5
BA,SEPTICEMIA,HOSPITAL,"30 - 39",F,120
BA,SEPTICEMIA,HOSPITAL,"30 - 39",M,124
BA,SEPTICEMIA,IGNORADO,"30 - 39",M,1
BA,SEPTICEMIA,OUTRO,"30 - 39",F,2
BA,SEPTICEMIA,OUTRO,"30 - 39",M,2
BA,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,7
BA,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,12
BA,SEPTICEMIA,VIA_PUBLICA,"30 - 39",F,1
BA,SRAG,DOMICILIO,"30 - 39",M,2
BA,SRAG,HOSPITAL,"30 - 39",F,8
BA,SRAG,HOSPITAL,"30 - 39",M,9
BA,SRAG,OUTROS_SERVICOS_SAUDE,"30 - 39",M,1
CE,OUTRAS,AMBULANCIA,"30 - 39",M,1
CE,OUTRAS,DOMICILIO,"30 - 39",F,67
CE,OUTRAS,DOMICILIO,"30 - 39",M,158
CE,OUTRAS,HOSPITAL,"30 - 39",F,172
CE,OUTRAS,HOSPITAL,"30 - 39",M,289
CE,OUTRAS,IGNORADO,"30 - 39",F,42
CE,OUTRAS,IGNORADO,"30 - 39",I,1
CE,OUTRAS,IGNORADO,"30 - 39",M,209
CE,OUTRAS,OUTRO,"30 - 39",F,10
CE,OUTRAS,OUTRO,"30 - 39",M,85
CE,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",F,13
CE,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",M,24
CE,OUTRAS,VIA_PUBLICA,"30 - 39",F,14
CE,OUTRAS,VIA_PUBLICA,"30 - 39",M,154
CE,COVID,AMBULANCIA,"30 - 39",M,1
CE,COVID,DOMICILIO,"30 - 39",F,2
CE,COVID,DOMICILIO,"30 - 39",M,3
CE,COVID,HOSPITAL,"30 - 39",F,74
CE,COVID,HOSPITAL,"30 - 39",M,130
CE,COVID,IGNORADO,"30 - 39",F,10
CE,COVID,IGNORADO,"30 - 39",M,18
CE,COVID,OUTROS_SERVICOS_SAUDE,"30 - 39",F,2
CE,COVID,OUTROS_SERVICOS_SAUDE,"30 - 39",M,14
CE,COVID,VIA_PUBLICA,"30 - 39",F,1
CE,INDETERMINADA,DOMICILIO,"30 - 39",M,3
CE,INDETERMINADA,HOSPITAL,"30 - 39",F,3
CE,INDETERMINADA,HOSPITAL,"30 - 39",M,1
CE,INDETERMINADA,OUTRO,"30 - 39",M,1
CE,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,2
CE,INDETERMINADA,VIA_PUBLICA,"30 - 39",M,1
CE,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",F,6
CE,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",M,4
CE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",F,39
CE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",M,36
CE,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"30 - 39",F,9
CE,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"30 - 39",M,8
CE,INSUFICIENCIA_RESPIRATORIA,OUTRO,"30 - 39",M,1
CE,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,3
CE,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,4
CE,PNEUMONIA,AMBULANCIA,"30 - 39",M,1
CE,PNEUMONIA,DOMICILIO,"30 - 39",M,6
CE,PNEUMONIA,HOSPITAL,"30 - 39",F,26
CE,PNEUMONIA,HOSPITAL,"30 - 39",M,51
CE,PNEUMONIA,IGNORADO,"30 - 39",F,5
CE,PNEUMONIA,IGNORADO,"30 - 39",M,7
CE,PNEUMONIA,OUTRO,"30 - 39",M,1
CE,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,5
CE,SEPTICEMIA,DOMICILIO,"30 - 39",M,4
CE,SEPTICEMIA,HOSPITAL,"30 - 39",F,64
CE,SEPTICEMIA,HOSPITAL,"30 - 39",M,85
CE,SEPTICEMIA,IGNORADO,"30 - 39",F,7
CE,SEPTICEMIA,IGNORADO,"30 - 39",M,7
CE,SEPTICEMIA,OUTRO,"30 - 39",F,1
CE,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,2
CE,SRAG,HOSPITAL,"30 - 39",F,2
CE,SRAG,HOSPITAL,"30 - 39",M,6
CE,SRAG,IGNORADO,"30 - 39",F,1
CE,SRAG,IGNORADO,"30 - 39",M,3
CE,SRAG,OUTRO,"30 - 39",F,1
CE,SRAG,OUTROS_SERVICOS_SAUDE,"30 - 39",M,2
DF,OUTRAS,DOMICILIO,"30 - 39",F,13
DF,OUTRAS,DOMICILIO,"30 - 39",M,38
DF,OUTRAS,HOSPITAL,"30 - 39",F,91
DF,OUTRAS,HOSPITAL,"30 - 39",M,209
DF,OUTRAS,OUTRO,"30 - 39",F,4
DF,OUTRAS,OUTRO,"30 - 39",M,15
DF,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",F,2
DF,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",M,1
DF,OUTRAS,VIA_PUBLICA,"30 - 39",F,3
DF,OUTRAS,VIA_PUBLICA,"30 - 39",M,25
DF,COVID,DOMICILIO,"30 - 39",F,1
DF,COVID,DOMICILIO,"30 - 39",M,3
DF,COVID,HOSPITAL,"30 - 39",F,36
DF,COVID,HOSPITAL,"30 - 39",M,66
DF,COVID,OUTRO,"30 - 39",M,1
DF,COVID,OUTROS_SERVICOS_SAUDE,"30 - 39",F,3
DF,COVID,OUTROS_SERVICOS_SAUDE,"30 - 39",M,4
DF,INDETERMINADA,HOSPITAL,"30 - 39",F,5
DF,INDETERMINADA,HOSPITAL,"30 - 39",M,9
DF,INDETERMINADA,OUTRO,"30 - 39",M,1
DF,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,1
DF,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",F,1
DF,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",M,3
DF,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",F,11
DF,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",M,13
DF,INSUFICIENCIA_RESPIRATORIA,OUTRO,"30 - 39",M,1
DF,PNEUMONIA,HOSPITAL,"30 - 39",F,27
DF,PNEUMONIA,HOSPITAL,"30 - 39",M,37
DF,PNEUMONIA,OUTRO,"30 - 39",F,1
DF,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,3
DF,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,1
DF,SEPTICEMIA,DOMICILIO,"30 - 39",M,1
DF,SEPTICEMIA,HOSPITAL,"30 - 39",F,26
DF,SEPTICEMIA,HOSPITAL,"30 - 39",M,27
DF,SRAG,HOSPITAL,"30 - 39",F,1
ES,OUTRAS,DOMICILIO,"30 - 39",F,36
ES,OUTRAS,DOMICILIO,"30 - 39",M,68
ES,OUTRAS,HOSPITAL,"30 - 39",F,99
ES,OUTRAS,HOSPITAL,"30 - 39",M,152
ES,OUTRAS,IGNORADO,"30 - 39",M,2
ES,OUTRAS,OUTRO,"30 - 39",F,6
ES,OUTRAS,OUTRO,"30 - 39",M,36
ES,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",F,6
ES,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",M,15
ES,OUTRAS,VIA_PUBLICA,"30 - 39",F,6
ES,OUTRAS,VIA_PUBLICA,"30 - 39",I,1
ES,OUTRAS,VIA_PUBLICA,"30 - 39",M,77
ES,COVID,DOMICILIO,"30 - 39",M,3
ES,COVID,HOSPITAL,"30 - 39",F,59
ES,COVID,HOSPITAL,"30 - 39",M,73
ES,COVID,OUTROS_SERVICOS_SAUDE,"30 - 39",F,2
ES,COVID,OUTROS_SERVICOS_SAUDE,"30 - 39",M,2
ES,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",F,1
ES,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",M,2
ES,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",F,9
ES,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",M,8
ES,INSUFICIENCIA_RESPIRATORIA,OUTRO,"30 - 39",M,1
ES,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,1
ES,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,1
ES,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"30 - 39",M,1
ES,PNEUMONIA,DOMICILIO,"30 - 39",M,3
ES,PNEUMONIA,HOSPITAL,"30 - 39",F,23
ES,PNEUMONIA,HOSPITAL,"30 - 39",M,41
ES,PNEUMONIA,OUTRO,"30 - 39",F,1
ES,PNEUMONIA,OUTRO,"30 - 39",M,1
ES,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,3
ES,SEPTICEMIA,DOMICILIO,"30 - 39",F,2
ES,SEPTICEMIA,HOSPITAL,"30 - 39",F,45
ES,SEPTICEMIA,HOSPITAL,"30 - 39",M,42
ES,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,2
ES,SRAG,HOSPITAL,"30 - 39",F,3
ES,SRAG,HOSPITAL,"30 - 39",M,1
ES,SRAG,IGNORADO,"30 - 39",F,1
GO,OUTRAS,DOMICILIO,"30 - 39",F,33
GO,OUTRAS,DOMICILIO,"30 - 39",M,89
GO,OUTRAS,HOSPITAL,"30 - 39",F,128
GO,OUTRAS,HOSPITAL,"30 - 39",I,1
GO,OUTRAS,HOSPITAL,"30 - 39",M,194
GO,OUTRAS,IGNORADO,"30 - 39",F,4
GO,OUTRAS,IGNORADO,"30 - 39",M,13
GO,OUTRAS,OUTRO,"30 - 39",F,6
GO,OUTRAS,OUTRO,"30 - 39",M,73
GO,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",F,26
GO,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",M,35
GO,OUTRAS,VIA_PUBLICA,"30 - 39",F,11
GO,OUTRAS,VIA_PUBLICA,"30 - 39",M,59
GO,COVID,DOMICILIO,"30 - 39",F,2
GO,COVID,DOMICILIO,"30 - 39",M,3
GO,COVID,HOSPITAL,"30 - 39",F,53
GO,COVID,HOSPITAL,"30 - 39",M,108
GO,COVID,IGNORADO,"30 - 39",F,1
GO,COVID,IGNORADO,"30 - 39",M,1
GO,COVID,OUTRO,"30 - 39",M,3
GO,COVID,OUTROS_SERVICOS_SAUDE,"30 - 39",F,11
GO,COVID,OUTROS_SERVICOS_SAUDE,"30 - 39",M,13
GO,INDETERMINADA,DOMICILIO,"30 - 39",F,1
GO,INDETERMINADA,DOMICILIO,"30 - 39",M,3
GO,INDETERMINADA,HOSPITAL,"30 - 39",M,3
GO,INDETERMINADA,OUTRO,"30 - 39",F,1
GO,INDETERMINADA,OUTRO,"30 - 39",M,2
GO,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,1
GO,INDETERMINADA,VIA_PUBLICA,"30 - 39",M,2
GO,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",F,7
GO,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",M,6
GO,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",F,50
GO,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",M,36
GO,INSUFICIENCIA_RESPIRATORIA,OUTRO,"30 - 39",F,2
GO,INSUFICIENCIA_RESPIRATORIA,OUTRO,"30 - 39",M,5
GO,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,2
GO,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,7
GO,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"30 - 39",F,1
GO,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"30 - 39",M,1
GO,PNEUMONIA,DOMICILIO,"30 - 39",F,3
GO,PNEUMONIA,DOMICILIO,"30 - 39",M,2
GO,PNEUMONIA,HOSPITAL,"30 - 39",F,35
GO,PNEUMONIA,HOSPITAL,"30 - 39",M,50
GO,PNEUMONIA,IGNORADO,"30 - 39",F,2
GO,PNEUMONIA,IGNORADO,"30 - 39",M,2
GO,PNEUMONIA,OUTRO,"30 - 39",M,3
GO,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,4
GO,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,6
GO,SEPTICEMIA,DOMICILIO,"30 - 39",F,2
GO,SEPTICEMIA,DOMICILIO,"30 - 39",M,2
GO,SEPTICEMIA,HOSPITAL,"30 - 39",F,39
GO,SEPTICEMIA,HOSPITAL,"30 - 39",M,64
GO,SEPTICEMIA,IGNORADO,"30 - 39",F,2
GO,SEPTICEMIA,OUTRO,"30 - 39",F,1
GO,SEPTICEMIA,OUTRO,"30 - 39",M,1
GO,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,2
GO,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,5
GO,SRAG,HOSPITAL,"30 - 39",F,1
GO,SRAG,HOSPITAL,"30 - 39",M,6
MA,OUTRAS,DOMICILIO,"30 - 39",F,34
MA,OUTRAS,DOMICILIO,"30 - 39",M,106
MA,OUTRAS,HOSPITAL,"30 - 39",F,162
MA,OUTRAS,HOSPITAL,"30 - 39",M,209
MA,OUTRAS,IGNORADO,"30 - 39",F,1
MA,OUTRAS,IGNORADO,"30 - 39",M,2
MA,OUTRAS,OUTRO,"30 - 39",F,9
MA,OUTRAS,OUTRO,"30 - 39",M,42
MA,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",F,1
MA,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",M,3
MA,OUTRAS,VIA_PUBLICA,"30 - 39",F,7
MA,OUTRAS,VIA_PUBLICA,"30 - 39",M,47
MA,COVID,DOMICILIO,"30 - 39",F,1
MA,COVID,DOMICILIO,"30 - 39",M,2
MA,COVID,HOSPITAL,"30 - 39",F,36
MA,COVID,HOSPITAL,"30 - 39",M,41
MA,COVID,OUTRO,"30 - 39",F,2
MA,COVID,OUTRO,"30 - 39",M,1
MA,COVID,OUTROS_SERVICOS_SAUDE,"30 - 39",F,1
MA,COVID,OUTROS_SERVICOS_SAUDE,"30 - 39",M,2
MA,COVID,VIA_PUBLICA,"30 - 39",M,1
MA,INDETERMINADA,DOMICILIO,"30 - 39",F,2
MA,INDETERMINADA,DOMICILIO,"30 - 39",M,6
MA,INDETERMINADA,HOSPITAL,"30 - 39",F,8
MA,INDETERMINADA,HOSPITAL,"30 - 39",M,4
MA,INDETERMINADA,OUTRO,"30 - 39",M,1
MA,INDETERMINADA,VIA_PUBLICA,"30 - 39",M,1
MA,INSUFICIENCIA_RESPIRATORIA,AMBULANCIA,"30 - 39",M,1
MA,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",F,2
MA,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",M,5
MA,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",F,35
MA,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",M,44
MA,INSUFICIENCIA_RESPIRATORIA,OUTRO,"30 - 39",M,2
MA,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"30 - 39",M,3
MA,PNEUMONIA,DOMICILIO,"30 - 39",F,1
MA,PNEUMONIA,DOMICILIO,"30 - 39",M,3
MA,PNEUMONIA,HOSPITAL,"30 - 39",F,26
MA,PNEUMONIA,HOSPITAL,"30 - 39",M,43
MA,PNEUMONIA,OUTRO,"30 - 39",F,4
MA,PNEUMONIA,OUTRO,"30 - 39",M,4
MA,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,2
MA,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,2
MA,PNEUMONIA,VIA_PUBLICA,"30 - 39",M,1
MA,SEPTICEMIA,DOMICILIO,"30 - 39",F,1
MA,SEPTICEMIA,HOSPITAL,"30 - 39",F,43
MA,SEPTICEMIA,HOSPITAL,"30 - 39",M,40
MA,SEPTICEMIA,IGNORADO,"30 - 39",F,1
MA,SEPTICEMIA,IGNORADO,"30 - 39",M,1
MA,SEPTICEMIA,OUTRO,"30 - 39",F,1
MA,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,1
MA,SEPTICEMIA,VIA_PUBLICA,"30 - 39",F,1
MA,SRAG,DOMICILIO,"30 - 39",M,1
MA,SRAG,HOSPITAL,"30 - 39",F,6
MA,SRAG,HOSPITAL,"30 - 39",M,14
MG,OUTRAS,DOMICILIO,"30 - 39",F,169
MG,OUTRAS,DOMICILIO,"30 - 39",M,365
MG,OUTRAS,HOSPITAL,"30 - 39",F,479
MG,OUTRAS,HOSPITAL,"30 - 39",M,637
MG,OUTRAS,IGNORADO,"30 - 39",F,21
MG,OUTRAS,IGNORADO,"30 - 39",M,54
MG,OUTRAS,OUTRO,"30 - 39",F,27
MG,OUTRAS,OUTRO,"30 - 39",M,128
MG,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",F,57
MG,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",M,119
MG,OUTRAS,VIA_PUBLICA,"30 - 39",F,26
MG,OUTRAS,VIA_PUBLICA,"30 - 39",M,159
MG,COVID,DOMICILIO,"30 - 39",F,6
MG,COVID,DOMICILIO,"30 - 39",M,4
MG,COVID,HOSPITAL,"30 - 39",F,112
MG,COVID,HOSPITAL,"30 - 39",M,163
MG,COVID,IGNORADO,"30 - 39",F,3
MG,COVID,IGNORADO,"30 - 39",M,3
MG,COVID,OUTRO,"30 - 39",F,1
MG,COVID,OUTROS_SERVICOS_SAUDE,"30 - 39",F,13
MG,COVID,OUTROS_SERVICOS_SAUDE,"30 - 39",M,11
MG,COVID,VIA_PUBLICA,"30 - 39",F,1
MG,INDETERMINADA,DOMICILIO,"30 - 39",F,10
MG,INDETERMINADA,DOMICILIO,"30 - 39",M,21
MG,INDETERMINADA,HOSPITAL,"30 - 39",F,9
MG,INDETERMINADA,HOSPITAL,"30 - 39",M,8
MG,INDETERMINADA,IGNORADO,"30 - 39",F,1
MG,INDETERMINADA,IGNORADO,"30 - 39",M,4
MG,INDETERMINADA,OUTRO,"30 - 39",F,3
