uf,tipo_doenca,local_obito,faixa_etaria,sexo,total
RS,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",M,1
RS,COVID,HOSPITAL,"30 - 39",F,1
RS,COVID,HOSPITAL,"30 - 39",M,3
RS,INDETERMINADA,HOSPITAL,"30 - 39",F,1
RS,INDETERMINADA,HOSPITAL,"30 - 39",M,1
RS,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",M,1
RS,PNEUMONIA,HOSPITAL,"30 - 39",M,1
RS,SEPTICEMIA,HOSPITAL,"30 - 39",M,1
SC,OUTRAS,DOMICILIO,"30 - 39",F,1
SC,OUTRAS,DOMICILIO,"30 - 39",M,1
SC,OUTRAS,HOSPITAL,"30 - 39",F,1
SC,COVID,HOSPITAL,"30 - 39",M,1
SC,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",F,1
SE,OUTRAS,DOMICILIO,"30 - 39",M,1
SE,OUTRAS,HOSPITAL,"30 - 39",M,1
SE,COVID,HOSPITAL,"30 - 39",F,2
SE,COVID,HOSPITAL,"30 - 39",M,1
SE,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",M,1
SP,OUTRAS,DOMICILIO,"30 - 39",F,4
SP,OUTRAS,DOMICILIO,"30 - 39",M,8
SP,OUTRAS,HOSPITAL,"30 - 39",F,11
SP,OUTRAS,HOSPITAL,"30 - 39",M,20
SP,OUTRAS,OUTRO,"30 - 39",M,3
SP,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",M,3
SP,OUTRAS,VIA_PUBLICA,"30 - 39",F,1
SP,OUTRAS,VIA_PUBLICA,"30 - 39",M,2
SP,COVID,DOMICILIO,"30 - 39",M,1
SP,COVID,HOSPITAL,"30 - 39",F,10
SP,COVID,HOSPITAL,"30 - 39",M,8
SP,INDETERMINADA,DOMICILIO,"30 - 39",M,1
SP,PNEUMONIA,HOSPITAL,"30 - 39",F,3
SP,PNEUMONIA,HOSPITAL,"30 - 39",M,7
SP,SEPTICEMIA,HOSPITAL,"30 - 39",F,2
SP,SEPTICEMIA,HOSPITAL,"30 - 39",M,4
SP,SRAG,DOMICILIO,"30 - 39",F,1
TO,OUTRAS,HOSPITAL,"30 - 39",M,1
TO,PNEUMONIA,HOSPITAL,"30 - 39",M,1
AC,COVID,HOSPITAL,"40 - 49",M,2
AC,SRAG,HOSPITAL,"40 - 49",M,1
AL,OUTRAS,DOMICILIO,"40 - 49",F,1
AL,OUTRAS,DOMICILIO,"40 - 49",M,2
AL,OUTRAS,HOSPITAL,"40 - 49",F,2
AL,OUTRAS,HOSPITAL,"40 - 49",M,3
AL,OUTRAS,VIA_PUBLICA,"40 - 49",M,1
AL,COVID,HOSPITAL,"40 - 49",F,2
AL,INDETERMINADA,DOMICILIO,"40 - 49",M,1
AL,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"40 - 49",M,1
AL,PNEUMONIA,DOMICILIO,"40 - 49",F,1
AM,OUTRAS,DOMICILIO,"40 - 49",F,2
AM,OUTRAS,DOMICILIO,"40 - 49",M,1
AM,OUTRAS,HOSPITAL,"40 - 49",F,2
AM,OUTRAS,HOSPITAL,"40 - 49",M,5
AM,COVID,DOMICILIO,"40 - 49",F,1
AM,COVID,HOSPITAL,"40 - 49",F,1
AM,COVID,HOSPITAL,"40 - 49",M,11
AM,PNEUMONIA,HOSPITAL,"40 - 49",F,1
AM,PNEUMONIA,HOSPITAL,"40 - 49",M,1
AM,PNEUMONIA,OUTRO,"40 - 49",M,1
AM,SEPTICEMIA,HOSPITAL,"40 - 49",M,2
AM,SRAG,DOMICILIO,"40 - 49",F,1
AM,SRAG,HOSPITAL,"40 - 49",F,2
AM,SRAG,HOSPITAL,"40 - 49",M,1
BA,OUTRAS,DOMICILIO,"40 - 49",F,1
BA,OUTRAS,DOMICILIO,"40 - 49",M,8
BA,OUTRAS,HOSPITAL,"40 - 49",F,7
BA,OUTRAS,HOSPITAL,"40 - 49",M,13
BA,OUTRAS,OUTROS_SERVICOS_SAUDE,"40 - 49",F,2
BA,OUTRAS,OUTROS_SERVICOS_SAUDE,"40 - 49",M,2
BA,OUTRAS,VIA_PUBLICA,"40 - 49",M,1
BA,COVID,HOSPITAL,"40 - 49",F,4
BA,COVID,HOSPITAL,"40 - 49",M,1
BA,COVID,OUTROS_SERVICOS_SAUDE,"40 - 49",F,2
BA,COVID,OUTROS_SERVICOS_SAUDE,"40 - 49",M,1
BA,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"40 - 49",M,1
BA,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"40 - 49",M,1
BA,PNEUMONIA,HOSPITAL,"40 - 49",M,2
BA,SEPTICEMIA,DOMICILIO,"40 - 49",M,1
BA,SEPTICEMIA,HOSPITAL,"40 - 49",M,1
CE,OUTRAS,DOMICILIO,"40 - 49",M,1
CE,OUTRAS,HOSPITAL,"40 - 49",F,1
CE,OUTRAS,HOSPITAL,"40 - 49",M,2
CE,OUTRAS,IGNORADO,"40 - 49",F,2
CE,OUTRAS,IGNORADO,"40 - 49",M,2
CE,COVID,HOSPITAL,"40 - 49",M,1
CE,PNEUMONIA,HOSPITAL,"40 - 49",F,1
CE,SEPTICEMIA,HOSPITAL,"40 - 49",F,1
CE,SEPTICEMIA,HOSPITAL,"40 - 49",M,2
CE,SRAG,HOSPITAL,"40 - 49",M,1
DF,OUTRAS,DOMICILIO,"40 - 49",F,1
DF,OUTRAS,HOSPITAL,"40 - 49",F,2
DF,OUTRAS,HOSPITAL,"40 - 49",M,1
DF,COVID,HOSPITAL,"40 - 49",M,1
DF,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"40 - 49",M,1
DF,INSUFICIENCIA_RESPIRATORIA,OUTRO,"40 - 49",M,1
DF,PNEUMONIA,HOSPITAL,"40 - 49",F,1
DF,SEPTICEMIA,HOSPITAL,"40 - 49",F,1
ES,OUTRAS,DOMICILIO,"40 - 49",M,1
ES,OUTRAS,HOSPITAL,"40 - 49",F,5
ES,OUTRAS,HOSPITAL,"40 - 49",M,4
ES,OUTRAS,OUTRO,"40 - 49",F,1
ES,OUTRAS,OUTRO,"40 - 49",M,2
ES,OUTRAS,OUTROS_SERVICOS_SAUDE,"40 - 49",F,2
ES,OUTRAS,OUTROS_SERVICOS_SAUDE,"40 - 49",M,1
ES,COVID,HOSPITAL,"40 - 49",F,1
ES,COVID,HOSPITAL,"40 - 49",M,2
ES,PNEUMONIA,HOSPITAL,"40 - 49",M,2
ES,SEPTICEMIA,HOSPITAL,"40 - 49",F,1
ES,SRAG,HOSPITAL,"40 - 49",M,1
GO,OUTRAS,DOMICILIO,"40 - 49",M,2
GO,OUTRAS,HOSPITAL,"40 - 49",F,4
GO,OUTRAS,HOSPITAL,"40 - 49",M,5
GO,OUTRAS,OUTRO,"40 - 49",M,2
GO,OUTRAS,OUTROS_SERVICOS_SAUDE,"40 - 49",F,1
GO,OUTRAS,OUTROS_SERVICOS_SAUDE,"40 - 49",M,1
GO,COVID,HOSPITAL,"40 - 49",F,2
GO,COVID,HOSPITAL,"40 - 49",M,3
GO,INDETERMINADA,HOSPITAL,"40 - 49",M,1
GO,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"40 - 49",M,1
GO,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"40 - 49",M,2
GO,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"40 - 49",F,1
GO,PNEUMONIA,HOSPITAL,"40 - 49",F,1
GO,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"40 - 49",F,1
GO,SEPTICEMIA,HOSPITAL,"40 - 49",F,2
GO,SEPTICEMIA,HOSPITAL,"40 - 49",M,1
GO,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"40 - 49",F,1
MA,OUTRAS,DOMICILIO,"40 - 49",M,2
MA,OUTRAS,HOSPITAL,"40 - 49",F,2
MA,OUTRAS,HOSPITAL,"40 - 49",M,4
MA,COVID,HOSPITAL,"40 - 49",M,1
MA,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"40 - 49",F,2
MA,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"40 - 49",M,1
MA,PNEUMONIA,HOSPITAL,"40 - 49",F,1
MG,OUTRAS,DOMICILIO,"40 - 49",M,1
MG,OUTRAS,HOSPITAL,"40 - 49",F,1
MG,OUTRAS,OUTRO,"40 - 49",M,1
MG,COVID,HOSPITAL,"40 - 49",M,2
MG,SEPTICEMIA,HOSPITAL,"40 - 49",M,2
MS,OUTRAS,HOSPITAL,"40 - 49",M,1
MS,COVID,HOSPITAL,"40 - 49",M,2
MS,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"40 - 49",M,1
MS,PNEUMONIA,HOSPITAL,"40 - 49",F,1
MS,PNEUMONIA,HOSPITAL,"40 - 49",M,2
MS,SEPTICEMIA,HOSPITAL,"40 - 49",F,1
MS,SEPTICEMIA,HOSPITAL,"40 - 49",M,1
MT,OUTRAS,DOMICILIO,"40 - 49",F,1
MT,OUTRAS,HOSPITAL,"40 - 49",F,2
MT,OUTRAS,HOSPITAL,"40 - 49",M,1
MT,OUTRAS,IGNORADO,"40 - 49",M,2
MT,COVID,HOSPITAL,"40 - 49",F,2
MT,COVID,HOSPITAL,"40 - 49",M,1
MT,COVID,IGNORADO,"40 - 49",M,1
MT,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"40 - 49",F,1
MT,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"40 - 49",M,2
MT,PNEUMONIA,IGNORADO,"40 - 49",M,1
MT,SEPTICEMIA,IGNORADO,"40 - 49",M,2
PA,OUTRAS,HOSPITAL,"40 - 49",F,1
PA,OUTRAS,HOSPITAL,"40 - 49",M,2
PA,OUTRAS,OUTROS_SERVICOS_SAUDE,"40 - 49",F,1
PA,COVID,HOSPITAL,"40 - 49",M,1
PA,PNEUMONIA,HOSPITAL,"40 - 49",M,1
PA,SRAG,HOSPITAL,"40 - 49",F,1
PB,OUTRAS,DOMICILIO,"40 - 49",M,2
PB,OUTRAS,HOSPITAL,"40 - 49",F,3
PB,OUTRAS,HOSPITAL,"40 - 49",M,2
PB,COVID,HOSPITAL,"40 - 49",M,2
PB,PNEUMONIA,HOSPITAL,"40 - 49",M,1
PB,SEPTICEMIA,HOSPITAL,"40 - 49",F,2
PB,SEPTICEMIA,HOSPITAL,"40 - 49",M,1
PE,OUTRAS,DOMICILIO,"40 - 49",F,2
PE,OUTRAS,DOMICILIO,"40 - 49",M,5
PE,OUTRAS,HOSPITAL,"40 - 49",F,13
PE,OUTRAS,HOSPITAL,"40 - 49",M,11
PE,OUTRAS,OUTRO,"40 - 49",F,1
PE,OUTRAS,OUTRO,"40 - 49",M,3
PE,OUTRAS,VIA_PUBLICA,"40 - 49",M,1
PE,COVID,HOSPITAL,"40 - 49",F,4
PE,COVID,HOSPITAL,"40 - 49",M,3
PE,COVID,OUTROS_SERVICOS_SAUDE,"40 - 49",M,1
PE,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"40 - 49",F,1
PE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"40 - 49",M,2
PE,PNEUMONIA,HOSPITAL,"40 - 49",F,1
PE,SEPTICEMIA,HOSPITAL,"40 - 49",F,1
PE,SEPTICEMIA,HOSPITAL,"40 - 49",M,4
PE,SRAG,HOSPITAL,"40 - 49",F,1
PI,OUTRAS,HOSPITAL,"40 - 49",M,1
PR,OUTRAS,DOMICILIO,"40 - 49",F,3
PR,OUTRAS,DOMICILIO,"40 - 49",M,8
PR,OUTRAS,HOSPITAL,"40 - 49",F,7
PR,OUTRAS,HOSPITAL,"40 - 49",M,11
PR,OUTRAS,OUTRO,"40 - 49",M,2
PR,OUTRAS,OUTROS_SERVICOS_SAUDE,"40 - 49",F,1
PR,OUTRAS,OUTROS_SERVICOS_SAUDE,"40 - 49",M,2
PR,OUTRAS,VIA_PUBLICA,"40 - 49",M,2
PR,COVID,DOMICILIO,"40 - 49",M,1
PR,COVID,HOSPITAL,"40 - 49",F,7
PR,COVID,HOSPITAL,"40 - 49",M,6
PR,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"40 - 49",F,1
PR,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"40 - 49",M,3
PR,PNEUMONIA,DOMICILIO,"40 - 49",M,1
PR,PNEUMONIA,HOSPITAL,"40 - 49",M,3
PR,SEPTICEMIA,HOSPITAL,"40 - 49",F,2
PR,SEPTICEMIA,HOSPITAL,"40 - 49",M,1
RJ,OUTRAS,DOMICILIO,"40 - 49",F,7
RJ,OUTRAS,DOMICILIO,"40 - 49",M,16
RJ,OUTRAS,HOSPITAL,"40 - 49",F,13
RJ,OUTRAS,HOSPITAL,"40 - 49",M,21
RJ,OUTRAS,IGNORADO,"40 - 49",F,1
RJ,OUTRAS,OUTRO,"40 - 49",F,1
RJ,OUTRAS,OUTRO,"40 - 49",M,1
RJ,OUTRAS,OUTROS_SERVICOS_SAUDE,"40 - 49",F,3
RJ,OUTRAS,OUTROS_SERVICOS_SAUDE,"40 - 49",M,2
RJ,OUTRAS,VIA_PUBLICA,"40 - 49",M,3
RJ,COVID,DOMICILIO,"40 - 49",M,2
RJ,COVID,HOSPITAL,"40 - 49",F,16
RJ,COVID,HOSPITAL,"40 - 49",M,22
RJ,COVID,OUTROS_SERVICOS_SAUDE,"40 - 49",M,1
RJ,INDETERMINADA,DOMICILIO,"40 - 49",M,1
RJ,INDETERMINADA,HOSPITAL,"40 - 49",M,1
RJ,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"40 - 49",M,2
RJ,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"40 - 49",F,1
RJ,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"40 - 49",F,1
RJ,PNEUMONIA,HOSPITAL,"40 - 49",F,7
RJ,PNEUMONIA,HOSPITAL,"40 - 49",M,2
RJ,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"40 - 49",F,1
RJ,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"40 - 49",M,1
RJ,SEPTICEMIA,HOSPITAL,"40 - 49",F,5
RJ,SEPTICEMIA,HOSPITAL,"40 - 49",M,2
RJ,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"40 - 49",F,2
RJ,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"40 - 49",M,1
RN,OUTRAS,DOMICILIO,"40 - 49",F,1
RN,OUTRAS,HOSPITAL,"40 - 49",M,1
RN,COVID,HOSPITAL,"40 - 49",F,1
RN,COVID,HOSPITAL,"40 - 49",M,1
RO,OUTRAS,DOMICILIO,"40 - 49",M,2
RO,OUTRAS,HOSPITAL,"40 - 49",F,2
RO,OUTRAS,OUTROS_SERVICOS_SAUDE,"40 - 49",F,1
RO,OUTRAS,VIA_PUBLICA,"40 - 49",M,1
RO,COVID,HOSPITAL,"40 - 49",F,1
RR,OUTRAS,DOMICILIO,"40 - 49",M,1
RR,OUTRAS,HOSPITAL,"40 - 49",F,2
RR,OUTRAS,HOSPITAL,"40 - 49",M,1
RR,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"40 - 49",M,1
RR,SEPTICEMIA,HOSPITAL,"40 - 49",F,1
RR,SEPTICEMIA,HOSPITAL,"40 - 49",M,1
RS,OUTRAS,DOMICILIO,"40 - 49",M,6
RS,OUTRAS,HOSPITAL,"40 - 49",F,8
RS,OUTRAS,HOSPITAL,"40 - 49",I,1
RS,OUTRAS,HOSPITAL,"40 - 49",M,11
RS,OUTRAS,OUTRO,"40 - 49",M,2
RS,OUTRAS,OUTROS_SERVICOS_SAUDE,"40 - 49",F,1
RS,COVID,HOSPITAL,"40 - 49",F,4
RS,COVID,HOSPITAL,"40 - 49",M,3
RS,COVID,IGNORADO,"40 - 49",M,1
RS,COVID,OUTROS_SERVICOS_SAUDE,"40 - 49",F,1
RS,INDETERMINADA,VIA_PUBLICA,"40 - 49",M,1
RS,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"40 - 49",F,1
RS,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"40 - 49",F,1
RS,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"40 - 49",M,2
RS,PNEUMONIA,HOSPITAL,"40 - 49",F,1
RS,PNEUMONIA,HOSPITAL,"40 - 49",M,3
RS,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"40 - 49",M,1
RS,SEPTICEMIA,HOSPITAL,"40 - 49",F,1
RS,SEPTICEMIA,HOSPITAL,"40 - 49",M,1
SC,OUTRAS,DOMICILIO,"40 - 49",M,3
SC,OUTRAS,HOSPITAL,"40 - 49",F,1
SC,OUTRAS,HOSPITAL,"40 - 49",M,5
SC,COVID,HOSPITAL,"40 - 49",M,4
SC,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"40 - 49",M,1
SC,SEPTICEMIA,DOMICILIO,"40 - 49",F,1
SC,SEPTICEMIA,HOSPITAL,"40 - 49",F,3
SC,SEPTICEMIA,HOSPITAL,"40 - 49",M,1
SE,OUTRAS,HOSPITAL,"40 - 49",F,2
SE,COVID,HOSPITAL,"40 - 49",M,2
SE,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"40 - 49",M,1
SP,OUTRAS,DOMICILIO,"40 - 49",F,3
SP,OUTRAS,DOMICILIO,"40 - 49",M,18
SP,OUTRAS,HOSPITAL,"40 - 49",F,20
SP,OUTRAS,HOSPITAL,"40 - 49",M,25
SP,OUTRAS,OUTRO,"40 - 49",F,1
SP,OUTRAS,OUTRO,"40 - 49",M,3
SP,OUTRAS,OUTROS_SERVICOS_SAUDE,"40 - 49",M,5
SP,OUTRAS,VIA_PUBLICA,"40 - 49",F,3
SP,OUTRAS,VIA_PUBLICA,"40 - 49",M,2
SP,COVID,HOSPITAL,"40 - 49",F,8
SP,COVID,HOSPITAL,"40 - 49",M,13
SP,INDETERMINADA,DOMICILIO,"40 - 49",M,1
SP,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"40 - 49",F,1
SP,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"40 - 49",F,6
SP,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"40 - 49",M,6
SP,PNEUMONIA,HOSPITAL,"40 - 49",F,6
SP,PNEUMONIA,HOSPITAL,"40 - 49",M,6
SP,SEPTICEMIA,HOSPITAL,"40 - 49",F,8
SP,SEPTICEMIA,HOSPITAL,"40 - 49",M,8
SP,SRAG,HOSPITAL,"40 - 49",F,1
TO,OUTRAS,DOMICILIO,"40 - 49",M,1
TO,OUTRAS,HOSPITAL,"40 - 49",F,1
TO,OUTRAS,OUTRO,"40 - 49",F,1
TO,OUTRAS,OUTRO,"40 - 49",M,1
TO,SEPTICEMIA,HOSPITAL,"40 - 49",M,1
TO,SEPTICEMIA,OUTRO,"40 - 49",M,1
AC,OUTRAS,HOSPITAL,"50 - 59",F,1
AC,OUTRAS,HOSPITAL,"50 - 59",M,4
AC,COVID,HOSPITAL,"50 - 59",M,1
AC,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"50 - 59",F,1
AC,SRAG,HOSPITAL,"50 - 59",F,1
AL,OUTRAS,DOMICILIO,"50 - 59",M,7
AL,OUTRAS,HOSPITAL,"50 - 59",F,4
AL,OUTRAS,HOSPITAL,"50 - 59",M,6
AL,COVID,HOSPITAL,"50 - 59",F,3
AL,COVID,HOSPITAL,"50 - 59",M,1
AL,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"50 - 59",F,1
AL,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"50 - 59",F,1
AL,PNEUMONIA,HOSPITAL,"50 - 59",F,2
AL,SEPTICEMIA,HOSPITAL,"50 - 59",F,3
AM,OUTRAS,DOMICILIO,"50 - 59",F,1
AM,OUTRAS,DOMICILIO,"50 - 59",M,4
AM,OUTRAS,HOSPITAL,"50 - 59",F,5
AM,OUTRAS,HOSPITAL,"50 - 59",M,3
AM,OUTRAS,OUTRO,"50 - 59",M,1
AM,COVID,DOMICILIO,"50 - 59",M,1
AM,COVID,HOSPITAL,"50 - 59",F,7
AM,COVID,HOSPITAL,"50 - 59",M,10
AM,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"50 - 59",M,2
AM,PNEUMONIA,HOSPITAL,"50 - 59",F,1
AM,SEPTICEMIA,HOSPITAL,"50 - 59",F,1
AM,SEPTICEMIA,HOSPITAL,"50 - 59",M,2
AM,SRAG,HOSPITAL,"50 - 59",M,1
AP,COVID,HOSPITAL,"50 - 59",M,1
BA,OUTRAS,DOMICILIO,"50 - 59",F,8
BA,OUTRAS,DOMICILIO,"50 - 59",M,13
BA,OUTRAS,HOSPITAL,"50 - 59",F,15
BA,OUTRAS,HOSPITAL,"50 - 59",M,13
BA,OUTRAS,OUTRO,"50 - 59",F,1
BA,OUTRAS,OUTRO,"50 - 59",M,1
BA,OUTRAS,OUTROS_SERVICOS_SAUDE,"50 - 59",F,3
BA,COVID,HOSPITAL,"50 - 59",F,4
BA,COVID,HOSPITAL,"50 - 59",M,8
BA,COVID,OUTROS_SERVICOS_SAUDE,"50 - 59",M,2
BA,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"50 - 59",F,1
BA,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"50 - 59",F,6
BA,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"50 - 59",M,2
BA,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"50 - 59",F,1
BA,PNEUMONIA,HOSPITAL,"50 - 59",M,4
BA,SEPTICEMIA,HOSPITAL,"50 - 59",F,4
BA,SEPTICEMIA,HOSPITAL,"50 - 59",M,4
BA,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"50 - 59",F,1
BA,SRAG,HOSPITAL,"50 - 59",M,1
CE,OUTRAS,DOMICILIO,"50 - 59",F,1
CE,OUTRAS,DOMICILIO,"50 - 59",M,4
CE,OUTRAS,HOSPITAL,"50 - 59",F,5
CE,OUTRAS,HOSPITAL,"50 - 59",M,5
CE,OUTRAS,IGNORADO,"50 - 59",F,1
CE,OUTRAS,IGNORADO,"50 - 59",M,3
CE,OUTRAS,OUTROS_SERVICOS_SAUDE,"50 - 59",F,1
CE,COVID,HOSPITAL,"50 - 59",F,1
CE,COVID,HOSPITAL,"50 - 59",M,6
CE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"50 - 59",M,1
CE,PNEUMONIA,HOSPITAL,"50 - 59",F,2
CE,PNEUMONIA,HOSPITAL,"50 - 59",M,1
CE,SEPTICEMIA,HOSPITAL,"50 - 59",M,1
CE,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"50 - 59",M,1
DF,OUTRAS,DOMICILIO,"50 - 59",M,1
DF,OUTRAS,HOSPITAL,"50 - 59",F,7
DF,OUTRAS,HOSPITAL,"50 - 59",M,4
DF,OUTRAS,OUTRO,"50 - 59",M,1
DF,OUTRAS,OUTROS_SERVICOS_SAUDE,"50 - 59",F,1
DF,OUTRAS,VIA_PUBLICA,"50 - 59",M,1
DF,COVID,HOSPITAL,"50 - 59",F,2
DF,COVID,HOSPITAL,"50 - 59",M,1
DF,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"50 - 59",F,1
DF,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"50 - 59",M,1
DF,PNEUMONIA,HOSPITAL,"50 - 59",M,1
DF,SEPTICEMIA,HOSPITAL,"50 - 59",F,1
DF,SEPTICEMIA,HOSPITAL,"50 - 59",M,2
ES,OUTRAS,DOMICILIO,"50 - 59",F,1
ES,OUTRAS,DOMICILIO,"50 - 59",M,6
ES,OUTRAS,HOSPITAL,"50 - 59",F,6
ES,OUTRAS,HOSPITAL,"50 - 59",M,12
ES,OUTRAS,OUTRO,"50 - 59",F,1
ES,OUTRAS,OUTROS_SERVICOS_SAUDE,"50 - 59",F,1
ES,COVID,HOSPITAL,"50 - 59",F,10
ES,COVID,HOSPITAL,"50 - 59",M,7
ES,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"50 - 59",M,1
ES,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"50 - 59",M,1
ES,PNEUMONIA,DOMICILIO,"50 - 59",M,1
ES,PNEUMONIA,HOSPITAL,"50 - 59",F,3
ES,SEPTICEMIA,HOSPITAL,"50 - 59",M,1
ES,SRAG,HOSPITAL,"50 - 59",F,1
GO,OUTRAS,DOMICILIO,"50 - 59",F,1
GO,OUTRAS,DOMICILIO,"50 - 59",M,2
GO,OUTRAS,HOSPITAL,"50 - 59",M,7
GO,OUTRAS,OUTRO,"50 - 59",F,1
GO,OUTRAS,OUTRO,"50 - 59",M,1
GO,OUTRAS,OUTROS_SERVICOS_SAUDE,"50 - 59",M,5
GO,OUTRAS,VIA_PUBLICA,"50 - 59",M,1
GO,COVID,HOSPITAL,"50 - 59",F,3
GO,COVID,HOSPITAL,"50 - 59",M,5
GO,COVID,OUTROS_SERVICOS_SAUDE,"50 - 59",M,1
GO,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"50 - 59",M,1
GO,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"50 - 59",F,3
GO,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"50 - 59",M,1
GO,PNEUMONIA,HOSPITAL,"50 - 59",M,1
GO,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"50 - 59",F,1
GO,SEPTICEMIA,HOSPITAL,"50 - 59",F,2
GO,SEPTICEMIA,HOSPITAL,"50 - 59",M,2
GO,SEPTICEMIA,IGNORADO,"50 - 59",M,1
MA,OUTRAS,DOMICILIO,"50 - 59",F,1
MA,OUTRAS,HOSPITAL,"50 - 59",M,7
MA,OUTRAS,OUTRO,"50 - 59",F,1
MA,PNEUMONIA,DOMICILIO,"50 - 59",M,1
MA,SEPTICEMIA,HOSPITAL,"50 - 59",F,1
MG,OUTRAS,DOMICILIO,"50 - 59",M,2
MG,OUTRAS,HOSPITAL,"50 - 59",F,1
MG,OUTRAS,HOSPITAL,"50 - 59",M,3
MG,OUTRAS,OUTROS_SERVICOS_SAUDE,"50 - 59",M,2
MG,COVID,HOSPITAL,"50 - 59",F,2
MG,COVID,HOSPITAL,"50 - 59",M,3
MG,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"50 - 59",F,1
MG,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"50 - 59",F,1
MG,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"50 - 59",M,1
MG,PNEUMONIA,HOSPITAL,"50 - 59",F,2
MG,PNEUMONIA,HOSPITAL,"50 - 59",M,1
MG,SEPTICEMIA,HOSPITAL,"50 - 59",F,3
MG,SEPTICEMIA,HOSPITAL,"50 - 59",M,2
MG,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"50 - 59",M,1
MS,OUTRAS,DOMICILIO,"50 - 59",M,2
MS,OUTRAS,HOSPITAL,"50 - 59",F,1
MS,COVID,HOSPITAL,"50 - 59",F,8
MS,COVID,HOSPITAL,"50 - 59",M,4
MS,COVID,OUTRO,"50 - 59",M,1
MS,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"50 - 59",M,1
MS,PNEUMONIA,HOSPITAL,"50 - 59",M,2
MS,SEPTICEMIA,HOSPITAL,"50 - 59",M,2
MS,SRAG,HOSPITAL,"50 - 59",F,1
MT,OUTRAS,DOMICILIO,"50 - 59",M,1
MT,OUTRAS,HOSPITAL,"50 - 59",M,1
MT,OUTRAS,IGNORADO,"50 - 59",F,3
MT,OUTRAS,IGNORADO,"50 - 59",M,3
